timestamp,emotion,confidence,status
2025-12-14 00:22:15,angry,0.45245527548083286,ALERT
2025-12-14 00:22:15,angry,0.4419411883353321,ALERT
2025-12-14 00:22:16,angry,0.45004205227926786,ALERT
2025-12-14 00:22:17,angry,0.45104054358499784,ALERT
2025-12-14 00:22:18,angry,0.44943880498191274,ALERT
2025-12-14 00:22:18,angry,0.45553270622960396,ALERT
2025-12-14 00:22:19,angry,0.45429901582155274,ALERT
2025-12-14 00:22:20,angry,0.4612974571462923,ALERT
2025-12-14 00:22:20,angry,0.45774901265414464,ALERT
2025-12-14 00:22:21,angry,0.4602751153993799,ALERT
2025-12-14 00:22:22,angry,0.45936593361827,ALERT
2025-12-14 00:22:23,angry,0.453461527861617,ALERT
2025-12-14 00:22:23,angry,0.45143486959853674,ALERT
2025-12-14 00:22:24,angry,0.4474442824815243,ALERT
2025-12-14 00:22:25,angry,0.4593115204844961,ALERT
2025-12-14 00:22:25,angry,0.4511746861909372,ALERT
2025-12-14 00:22:26,angry,0.45346199950764954,ALERT
2025-12-14 00:22:27,angry,0.456979569091449,ALERT
2025-12-14 00:22:27,angry,0.4663247171360477,ALERT
2025-12-14 00:22:28,angry,0.46176914984267836,ALERT
2025-12-14 00:22:29,angry,0.4575384808705274,ALERT
2025-12-14 00:22:29,angry,0.46137708767429036,ALERT
2025-12-14 00:22:30,angry,0.4585168347618459,ALERT
2025-12-14 00:22:31,angry,0.45772458391062504,ALERT
2025-12-14 00:22:32,angry,0.46727265212310043,ALERT
2025-12-14 00:22:33,angry,0.4610236204884687,ALERT
2025-12-14 00:22:33,angry,0.46616240543548165,ALERT
2025-12-14 00:22:34,angry,0.46037163607096376,ALERT
2025-12-14 00:22:35,angry,0.46327750003023566,ALERT
2025-12-14 00:22:36,angry,0.46289173193800304,ALERT
2025-12-14 00:22:36,angry,0.46304037291315786,ALERT
2025-12-14 00:22:37,angry,0.46725573045393864,ALERT
2025-12-14 00:22:38,angry,0.4658469532755378,ALERT
2025-12-14 00:22:39,angry,0.4607207719650505,ALERT
2025-12-14 00:22:40,angry,0.4642923625849801,ALERT
2025-12-14 00:22:40,angry,0.4668487219997032,ALERT
2025-12-14 00:22:41,angry,0.4582952616379464,ALERT
2025-12-14 00:22:42,angry,0.4674554827660484,ALERT
2025-12-14 00:22:42,angry,0.46330790990378046,ALERT
2025-12-14 00:22:43,angry,0.4521680048603535,ALERT
2025-12-14 00:22:44,angry,0.46439282110301555,ALERT
2025-12-14 00:22:44,angry,0.46193923026833417,ALERT
2025-12-14 00:22:45,angry,0.46234290261913336,ALERT
2025-12-14 00:22:46,angry,0.46688495693512944,ALERT
2025-12-14 00:22:46,angry,0.44359589799591337,ALERT
2025-12-14 00:22:47,angry,0.45519256208103903,ALERT
2025-12-14 00:22:48,angry,0.4667215878295538,ALERT
2025-12-14 00:22:49,angry,0.47332094491705223,ALERT
2025-12-14 00:22:50,angry,0.4642171073458686,ALERT
2025-12-14 00:22:50,angry,0.4626123415737739,ALERT
2025-12-14 00:22:51,angry,0.45030639341013295,ALERT
2025-12-14 00:22:52,angry,0.46008060541490764,ALERT
2025-12-14 00:22:53,angry,0.4495822894008329,ALERT
2025-12-14 00:22:54,angry,0.45545234593941597,ALERT
2025-12-14 00:22:54,angry,0.45935182706858,ALERT
2025-12-14 00:22:55,angry,0.45481159987053676,ALERT
2025-12-14 00:22:56,angry,0.4563820877556664,ALERT
2025-12-14 00:22:57,angry,0.4608297017214957,ALERT
2025-12-14 00:22:58,angry,0.4590670856924352,ALERT
2025-12-14 00:22:59,angry,0.45498105863857013,ALERT
2025-12-14 00:23:00,angry,0.4547213327377004,ALERT
2025-12-14 00:23:00,angry,0.4490140231517078,ALERT
2025-12-14 00:23:01,angry,0.43702484654489643,ALERT
2025-12-14 00:23:02,angry,0.43621124940895994,ALERT
2025-12-14 00:23:03,angry,0.4422430964193063,ALERT
2025-12-14 00:23:04,angry,0.44364249271206396,ALERT
2025-12-14 00:23:05,angry,0.46574665534624504,ALERT
2025-12-14 00:23:05,angry,0.4664643491066493,ALERT
2025-12-14 00:23:06,angry,0.46033598150922955,ALERT
2025-12-14 00:23:07,angry,0.46310050061349745,ALERT
2025-12-14 00:23:08,angry,0.46524734470729684,ALERT
2025-12-14 00:23:09,angry,0.466127225850233,ALERT
2025-12-14 00:23:09,angry,0.44437282261845656,ALERT
2025-12-14 00:23:10,angry,0.4659719522132726,ALERT
2025-12-14 00:23:11,angry,0.4642331360544585,ALERT
2025-12-14 00:23:11,angry,0.4610673907973355,ALERT
2025-12-14 00:23:12,angry,0.46161091684600686,ALERT
2025-12-14 00:23:13,angry,0.4635755687984643,ALERT
2025-12-14 00:23:13,angry,0.45724998690203605,ALERT
2025-12-14 00:23:14,angry,0.4452569774045616,ALERT
2025-12-14 00:23:15,angry,0.4361241685040621,ALERT
2025-12-14 00:23:15,angry,0.4501587265587876,ALERT
2025-12-14 00:23:16,angry,0.44351694131646663,ALERT
2025-12-14 00:23:17,angry,0.45826935867146223,ALERT
2025-12-14 00:23:17,angry,0.46598139286233375,ALERT
2025-12-14 00:23:18,angry,0.4553845500069937,ALERT
2025-12-14 00:23:19,angry,0.4465423609706558,ALERT
2025-12-14 00:23:19,angry,0.4407551064351019,ALERT
2025-12-14 00:23:20,angry,0.447680081253714,ALERT
2025-12-14 00:23:21,angry,0.4378125301597423,ALERT
2025-12-14 00:23:21,angry,0.45766948468420177,ALERT
2025-12-14 00:23:22,angry,0.45448517317317333,ALERT
2025-12-14 00:23:23,angry,0.46231050005236124,ALERT
2025-12-14 00:23:23,angry,0.46215028829602234,ALERT
2025-12-14 00:23:24,angry,0.45873739920644696,ALERT
2025-12-14 00:23:25,angry,0.4468250160487932,ALERT
2025-12-14 00:23:26,angry,0.44810326174007353,ALERT
2025-12-14 00:23:27,angry,0.45058018122656834,ALERT
2025-12-14 00:23:27,angry,0.4476587756914407,ALERT
2025-12-14 00:23:28,angry,0.4523543279600043,ALERT
2025-12-14 00:23:29,angry,0.45427612897570596,ALERT
2025-12-14 00:23:30,angry,0.4494040668114174,ALERT
2025-12-14 00:23:31,angry,0.4513198199727849,ALERT
2025-12-14 00:23:31,angry,0.4539988683323612,ALERT
2025-12-14 00:23:32,angry,0.45096713276961137,ALERT
2025-12-14 00:23:33,angry,0.4519022778630992,ALERT
2025-12-14 00:23:34,angry,0.4507533876128867,ALERT
2025-12-14 00:23:35,angry,0.4646856517164813,ALERT
2025-12-14 00:23:35,angry,0.4511318804631065,ALERT
